0,0,0,0,34.7354507446289,34.6070098876953,0,0,-7.32147884368897,0,0,0,1.07293772697449,0,0
0,0,0,0,62.4999923706055,62.2574272155762,0,0,-7.47314977645874,0,0,0,1.40345287322998,0,0
0,0,0,0,84.6921691894531,84.3652191162109,0,0,-7.51849031448364,0,0,0,1.59737086296082,0,0
0,0,0,0,102.453872680664,102.036827087402,0,0,-7.5756950378418,0,0,0,1.7220311164856,0,0
0,0,0,0,116.660888671875,116.152038574219,0,0,-7.72756004333496,0,0,0,1.80544519424438,0,0
0,0,0,0,127.983108520508,127.417037963867,0,0,-7.71584272384644,0,0,0,1.86248826980591,0,0
0,0,0,0,137.021850585938,136.378143310547,0,0,-7.85832738876343,0,0,0,1.90205132961273,0,0
0,0,0,0,144.247222900391,143.549942016602,0,0,-7.87387323379517,0,0,0,1.92967844009399,0,0
0,0,0,0,150.154632568359,149.33268737793,0,0,-8.78122901916504,0,0,0,1.94909644126892,0,0
0,0,0,0,154.904998779297,153.999969482422,0,0,-8.85017395019531,0,0,0,1.96277785301209,0,0
0,0,0,0,158.735595703125,157.745544433594,0,0,-8.77299308776856,0,0,0,1.97243857383728,0,0
0,0,0,0,161.819625854492,160.820999145508,0,0,-8.34830856323242,0,0,0,1.97928464412689,0,0
0,0,0,0,164.33235168457,163.272644042969,0,0,-8.23985767364502,0,0,0,1.98415756225586,0,0
0,0,0,0,166.365310668945,165.268814086914,0,0,-8.20908451080322,0,0,0,1.98762190341949,0,0
0,0,0,0,168.031204223633,166.976928710938,0,0,-7.75896453857422,0,0,0,1.99012422561646,0,0
0,0,0,0,169.397857666016,168.362442016602,0,0,-7.61153984069824,0,0,0,1.99189066886902,0,0
0,0,0,0,170.508850097656,169.4912109375,0,0,-7.48018360137939,0,0,0,1.99316906929016,0,0
0,0,0,0,171.401809692383,170.397094726563,0,0,-7.37336540222168,0,0,0,1.99407136440277,0,0
0,0,0,0,172.110412597656,171.119598388672,0,0,-7.20083475112915,0,0,0,1.99475467205048,0,0
0,0,0,0,172.687850952148,171.718734741211,0,0,-7.17342901229858,0,0,0,1.99528098106384,0,0
0,0,0,0,173.171630859375,172.215087890625,0,0,-7.40467309951782,0,0,0,1.9956601858139,0,0
0,0,0,0,173.575485229492,172.637649536133,0,0,-7.3841872215271,0,0,0,1.99595999717712,0,0
0,0,0,0,173.906219482422,173.003280639648,0,0,-7.35460662841797,0,0,0,1.99617660045624,0,0
0,0,0,0,174.219482421875,173.338027954102,0,0,-7.71808052062988,0,0,0,1.99630749225616,0,0
0,0,0,0,174.506317138672,173.670379638672,0,0,-7.696946144104,0,0,0,1.99642693996429,0,0
0,0,0,0,174.876083374023,174.083267211914,0,0,-7.64867973327637,0,0,0,1.99651050567627,0,0
0,0,0,0,175.313507080078,174.56233215332,0,0,-8.52429008483887,0,0,0,1.99651837348938,0,0
0,0,0,0,175.673278808594,174.924896240234,0,0,-8.57054233551025,0,0,0,1.99650704860687,0,0
0,0,0,0,175.997497558594,175.248275756836,0,0,-8.34532070159912,0,0,0,1.99649131298065,0,0
0,0,0,0,176.293640136719,175.585540771484,0,0,-8.38243961334229,0,0,0,1.99651038646698,0,0
0,0,0,0,176.549850463867,176.006378173828,0,0,-7.9165358543396,0,0,0,1.99652922153473,0,0
0,0,0,0,176.742446899414,176.343978881836,0,0,-7.84117317199707,0,0,0,1.99654483795166,0,0
0,0,0,0,176.86344909668,176.600952148438,0,0,-7.83804416656494,0,0,0,1.99660289287567,0,0
0,0,0,0,176.88542175293,176.642608642578,0,0,-7.9188666343689,0,0,0,1.99664664268494,0,0
0,0,0,0,176.738830566406,176.514877319336,0,0,-7.74693965911865,0,0,0,1.9967132806778,0,0
0,0,0,0,176.603546142578,176.431396484375,0,0,-7.6790509223938,0,0,0,1.99678874015808,0,0
0,0,0,0,176.504745483398,176.37239074707,0,0,-7.82448434829712,0,0,0,1.996821641922,0,0
0,0,0,0,176.357070922852,176.359115600586,0,0,-7.82498598098755,0,0,0,1.99679720401764,0,0
0,0,0,0,176.241195678711,176.35920715332,0,0,-7.71530818939209,0,0,0,1.99677741527557,0,0
0,0,0,0,176.011749267578,176.247299194336,0,0,-7.6778998374939,0,0,0,1.9967896938324,0,0
